"id","fname","ename","company","bussiness_group","board","name_type","symbol_status","code"
"1495","کازرو","unknown","پتروشیمی کازرون","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-257"
"1496","ممسنی","unknown","پتروشیمی ممسنی","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-258"
"1497","سجام","unknown","مجتمع سیمان غرب آسیا","unknown","تابلو پایه زرد","خاص","مجاز","-259"
"1499","ثعمرا2","unknown","عمران و توسعه شاهد","unknown","بازار اول","خاص","ممنوع-متوقف","-260"
"1500","شلرد","unknown","کود شیمیایی اوره لردگان","unknown","تابلو پایه زرد","خاص","مجاز","-261"
"1502","آتیمس","unknown","صندوق س.آرمان آتیه درخشان مس-س","unknown","ETF","خاص","مجاز","-262"
"1503","وشمال","unknown","س. چشم انداز توسعه شمال","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-263"
"1504","زنجان","unknown","صنایع کشاورزی و کود زنجان","unknown","تابلو پایه زرد","عام1","مجاز","-264"
"1505","جوپار99","unknown","اوراق اجاره جوپار 990212","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-265"
"1508","ثپردیسح","unknown","ح.سرمایه‌گذاری مسکن پردیس","unknown","بازار اول","خاص","مجاز","-266"
"1509","وآیند","unknown","بانک آینده","unknown","تابلو پایه نارنجی","خاص","ممنوع-متوقف","-267"
"1510","وتعاون","unknown","بیمه تعاون","unknown","تابلو پایه زرد","خاص","مجاز","-268"
"1512","ماهان99","unknown","اجاره هواپیمایی ماهان 9903","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-269"
"1516","ارفعح","unknown","ح.شرکت آهن و فولاد ارفع","unknown","بازار دوم","خاص","مجاز","-270"
"1517","تسه9806","unknown","امتیاز تسهیلات مسکن شهریور98","unknown","تسهیلات مسکن","خاص","مجاز","-271"
"1518","آساس","unknown","صندوق س.آسمان آرمانی سهام-س","unknown","ETF","خاص","مجاز","-272"
"1519","وسرمد","unknown","بیمه سرمد","unknown","تابلو پایه زرد","خاص","مجاز","-273"
"1521","اطلس","unknown","صندوق س.توسعه اندوخته آینده-س","unknown","ETF","عام2","مجاز","-274"
"1522","اطلس2","unknown","صندوق س.توسعه اندوخته آینده-س","unknown","ETF","خاص","مجاز","-275"
"1524","دقاضی","unknown","داروسازی شهید قاضی","unknown","تابلو پایه زرد","خاص","مجاز","-276"
"1525","تسه9807","unknown","امتیاز تسهیلات مسکن مهر98","unknown","تسهیلات مسکن","خاص","مجاز","-277"
"1526","دمعیار","unknown","صندوق س. توازن معیار-د","unknown","ETF","خاص","مجاز","-278"
"1527","دمعیار2","unknown","صندوق س. توازن معیار-د","unknown","ETF","خاص","مجاز","-279"
"1528","افاد4","unknown","منفعت دولتی4-شرایط خاص14010729","unknown","اوراق با درآمد ثابت","خاص","مجاز","-280"
"1530","اخزا816","unknown","اسنادخزانه-م16بودجه98-010503","unknown","اوراق با درآمد ثابت","خاص","مجاز","-281"
"1531","تملی807","unknown","تسهیلات مسکن ب. ملی-مهر98","unknown","تسهیلات مسکن","خاص","مجاز","-282"
"1533","افاد52","unknown","منفعت دولت5-ش.خاص سپهر0108","unknown","اوراق با درآمد ثابت","خاص","مجاز","-283"
"1535","افاد53","unknown","منفعت دولت5-ش.خاص کاریزما0108","unknown","اوراق با درآمد ثابت","خاص","مجاز","-284"
"1536","افاد54","unknown","منفعت دولت5-ش.خاص لوتوس0108","unknown","اوراق با درآمد ثابت","خاص","مجاز","-285"
"1537","کیش1402","unknown","اجاره س. و توسعه کیش14020820","unknown","اوراق با درآمد ثابت","خاص","مجاز","-286"
"1539","مارون4","unknown","پتروشیمی مارون","unknown","بازار دوم","خاص","ممنوع-متوقف","-287"
"1540","تسه9808","unknown","امتیاز تسهیلات مسکن آبان98","unknown","تسهیلات مسکن","خاص","مجاز","-288"
"1541","دهدشت","unknown","صنایع پتروشیمی دهدشت","unknown","تابلو پایه زرد","عام2","ممنوع-متوقف","-289"
"1543","نیرو","unknown","نیرو سرمایه","unknown","تابلو پایه زرد","عام2","مجاز","-290"
"1544","آریان","unknown","سرمایه‌گذاری پارس آریان","unknown","تابلو پایه زرد","عام2","مجاز","-291"
"1545","افاد61","unknown","منفعت دولت6-ش.خاص140109","unknown","اوراق با درآمد ثابت","خاص","مجاز","-292"
"1546","افاد624","unknown","منفعت دولت6-ش.خاص ملت0109","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-293"
"1547","تسه9506","unknown","امتیاز تسهیلات مسکن شهریور 95","unknown","تسهیلات مسکن","خاص","ممنوع-متوقف","-294"
"1550","سنوین","unknown","سرمایه‌گذاری اقتصاد نوین","unknown","تابلو پایه نارنجی","خاص","مجاز","-295"
"1648","وسنا","unknown","سرمایه‌گذاری نیروگاهی ایران","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-1000"
"1649","گشان","unknown","توسعه بین‌المللی پدیده شاندیز","unknown","تابلو پایه نارنجی","خاص","ممنوع-متوقف","-1001"
"1650","اخزا817","unknown","اسنادخزانه-م17بودجه98-010512","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1002"
"1651","اخزا818","unknown","اسنادخزانه-م18بودجه98-010614","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1003"
"1660","لوتوس99","unknown","اجاره لوتوس پارسیان990717","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1234"
"1661","افاد72","unknown","منفعت دولت7-ش.خاص سپهر0204","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1235"
"1663","کی¬بی¬سی","unknown","شرکت کی‌بی‌سی","unknown","بازار دوم","خاص","مجاز","-1236"
"1664","وارس","unknown","سرمایه‌گذاری ارس صبا","unknown","تابلو پایه زرد","خاص","مجاز","-1237"
"1665","تسه9810","unknown","امتیاز تسهیلات مسکن دی98","unknown","تسهیلات مسکن","خاص","مجاز","-1238"
"1666","افاد81","unknown","منفعت دولت8-ش.خاص مهر0205","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1239"
"1667","افاد814","unknown","منفعت دولت8-ش.خاص مهر0205","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-1240"
"1668","افاد82","unknown","منفعت دولت8-ش.خاص لوتوس0205","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1241"
"1669","امید99","unknown","مشارکت لیزینگ امید9907","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1242"
"1670","افاد83","unknown","منفعت دولت8-ش.خاص تمدن0205","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1243"
"1672","افاد84","unknown","منفعت دولت8-ش.خاص سایر0205","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1244"
"1673","ونچر","unknown","ص.ج.فیروزه10%تادیه","unknown","ETF","خاص","مجاز","-1245"
"1674","تسه9811","unknown","امتیاز تسهیلات مسکن بهمن98","unknown","تسهیلات مسکن","خاص","مجاز","-1246"
"1677","تابان01","unknown","اجاره تابان تمدن14021206","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1247"
"1678","تابان02","unknown","اجاره تابان لوتوس14021206","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1248"
"1679","تسه9507","unknown","امتیاز تسهیلات مسکن مهر 95","unknown","تسهیلات مسکن","خاص","ممنوع-متوقف","-1249"
"1680","تابان03","unknown","اجاره تابان سپهر14021206","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1250"
"1681","آینده","unknown","بازرگانی آینده سازان بهشت پارس","unknown","تابلو پایه زرد","عام1","ممنوع-متوقف","-1251"
"1684","شگویا4","unknown","پتروشیمی تندگویان","unknown","بازار دوم","خاص","ممنوع-متوقف","-1252"
"1685","وآتوس","unknown","س.آرین توسکا قیمت اسمی 350ریال","unknown","تابلو پایه زرد","خاص","مجاز","-1253"
"1686","گنجین","unknown","صندوق س. گنجینه یکم آوید-د","unknown","ETF","خاص","مجاز","-1254"
"1687","اخزا819","unknown","اسنادخزانه-م19بودجه98-020322","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1255"
"1689","اخزا820","unknown","اسنادخزانه-م20بودجه98-020806","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1256"
"1690","وبرق","unknown","س.کارکنان صنعت برق زنجان وقزوی","unknown","تابلو پایه زرد","خاص","مجاز","-1257"
"1691","اخزا821","unknown","اسنادخزانه-م21بودجه98-020906","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1258"
"1692","اخزا8212","unknown","اسنادخزانه-م21بودجه98-020906","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-1259"
"1693","اراد11","unknown","مرابحه عام دولت1-ش.خ لوتوس0206","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1260"
"1695","شگامرن","unknown","مجتمع پترو صنعت گامرون","unknown","بازار SME","خاص","مجاز","-1261"
"1696","اراد22","unknown","مرابحه عام دولت2-ش.خ لوتوس0212","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1262"
"1697","اراد23","unknown","مرابحه عام دولت2-ش.خ تمدن0212","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1263"
"1698","اراد24","unknown","مرابحه عام دولت2-ش.خ سایر0212","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1264"
"1699","بمیلا","unknown","توسعه بازرگانی آهن و فولاد میلاد","unknown","تابلو پایه زرد","خاص","مجاز","-1265"
"1701","غصینو","unknown","صنعتی مینو","unknown","تابلو پایه زرد","خاص","مجاز","-1266"
"1702","غگز","unknown","گز سکه","unknown","بازار SME","خاص","مجاز","-1267"
"1703","کرونا2","unknown","تامین مالی جمعی صرفا اهدای سود","unknown","اوراق با درآمد ثابت","خاص","مجاز","-1268"
"1704","تکنار","unknown","مجتمع معادن مس تکنار","unknown","تابلو پایه زرد","خاص","مجاز","-1269"
"1706","رنیکح","unknown","ح.جنرال مکانیک","unknown","بازار دوم","خاص","مجاز","-1270"
"1707","داراب","unknown","پتروشیمی داراب","unknown","تابلو پایه زرد","عام2","مجاز","-1271"
"1708","فسا","unknown","پتروشیمی فسا","unknown","تابلو پایه زرد","عام2","مجاز","-1272"
"1709","رویش","unknown","ص.س.جسورانه رویش لوتوس70%تأدیه","unknown","ETF","خاص","مجاز","-1273"
"1710","تسه9812","unknown","امتیاز تسهیلات مسکن اسفند98","unknown","تسهیلات مسکن","خاص","مجاز","-1274"
