"id","fname","ename","company","bussiness_group","board","name_type","symbol_status","code"
"682","لپارسح","PELX1","ح . پارس الکتریک","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRR1PELC0101"
"683","لپویا","IRPO1","ایران پویا","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRO1IRPO0001"
"684","لپویاح","IRPX1","ح . ایران پویا","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRR1IRPO0101"
"685","لپیام","PYAM1","کارخانجات صنعتی پیام","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRO1PYAM0001"
"686","لپیامح","PYAX1","ح . کارخانجات صنعتی پیام","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRR1PYAM0101"
"687","لجام","JJNM1","تولیدی جام جهان نما","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRO1JJNM0001"
"688","لجامح","JJNX1","ح . تولیدی جام جهان نما","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRR1JJNM0101"
"689","لخانه","LKPS1","لوازم خانگی پارس","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRO1LKPS0001"
"690","لخانهح","LKPX1","ح . لوازم خانگی پارس","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRR1LKPS0101"
"691","لخزر","KHAZ1","پارس خزر","ماشین آلات و تجهیزات","تابلو فرعی","خاص","فعال","IRO1KHAZ0001"
"692","لخزرح","KHAX1","ح . پارس خزر","ماشین آلات و تجهیزات","تابلو فرعی","خاص","فعال","IRR1KHAZ0101"
"693","لسرما","SRMA1","سرما آفرین","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRO1SRMA0001"
"694","لسرماح","SRMX1","ح . سرما آفرین","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRR1SRMA0101"
"695","لکما","KMOA1","کارخانجات مخابراتی ایران","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRO1KMOA0001"
"696","لکماح","KMOX1","ح . کارخانجات مخابراتی ایران","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRR1KMOA0101"
"697","لمخابر","SMRI1","صنایع مخابراتی راه‌دور ایران","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRO1SMRI0001"
"698","لمخابرح","SMRX1","ح . مخابراتی راه دور ایران","ساخت دستگاه‌ها و وسایل ارتباطی","فهرست اولیه","خاص","فعال","IRR1SMRI0101"
"699","لوتوس","LTOS1","تامین سرمایه لوتوس پارسیان","فعالیتهای کمکی به نهادهای مالی واسط","فهرست اولیه","خاص","فعال","IRO1LTOS0001"
"700","لوتوسح","LTOX1","ح . تامین سرمایه لوتوس پارسیان","فعالیتهای کمکی به نهادهای مالی واسط","فهرست اولیه","خاص","فعال","IRR1LTOS0101"
"701","ما","BVMA1","بیمه ما","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","فهرست اولیه","عام1","متوقف","IRO1BVMA0001"
"702","ماح","BVMX1","ح . بیمه ما","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","فهرست اولیه","خاص","فعال","IRR1BVMA0101"
"703","مبین","MOBN1","مبین انرژی خلیج‌فارس","عرضه برق ، گاز ، بخاروآب گرم","فهرست اولیه","عام2","فعال","IRO1MOBN0001"
"704","مداران","DADE1","داده‌پردازی ایران","رایانه و فعالیت‌های وابسته به آن","تابلو فرعی","خاص","فعال","IRO1DADE0001"
"705","مدارانح","DADX1","ح . داده‌پردازی ایران","رایانه و فعالیت‌های وابسته به آن","تابلو فرعی","خاص","فعال","IRR1DADE0101"
"706","مرقام","IAGM1","ایران ارقام","رایانه و فعالیت‌های وابسته به آن","فهرست اولیه","خاص","فعال","IRO1IAGM0001"
"707","مرقامح","IAGX1","ح . ایران ارقام","رایانه و فعالیت‌های وابسته به آن","فهرست اولیه","خاص","فعال","IRR1IAGM0101"
"708","ملت","BMEL1","بیمه ملت","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","تابلو فرعی","عام1","فعال","IRO1BMEL0001"
"709","ملتح","BMEX1","ح . بیمه ملت","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","تابلو فرعی","خاص","فعال","IRR1BMEL0101"
"710","نبروج","BROJ1","نساجی بروجرد","منسوجات","فهرست اولیه","خاص","متوقف","IRO1BROJ0001"
"711","نبروجح","BROX1","ح . نساجی بروجرد","منسوجات","فهرست اولیه","خاص","فعال","IRR1BROJ0101"
"712","نبورس","NBRS1","نهادهای مالی بورس اوراق بهادار","فعالیتهای کمکی به نهادهای مالی واسط","تابلو اصلی","خاص","فعال","IRO1NBRS0001"
"713","نتوس","PTOS1","پشم بافی توس","منسوجات","فهرست اولیه","خاص","فعال","IRO1PTOS0001"
"714","نتوسح","PTOX1","ح . پشم بافی توس","منسوجات","فهرست اولیه","خاص","فعال","IRR1PTOS0101"
"715","نکالا","NKLA1","نهادهای مالی بورس کالای ایران","فعالیتهای کمکی به نهادهای مالی واسط","تابلو فرعی","خاص","فعال","IRO1NKLA0001"
"716","نمرینو","MRIN1","ایران مرینوس","منسوجات","فهرست اولیه","خاص","فعال","IRO1MRIN0001"
"717","نمرینوح","MRIX1","ح . ایران مرینوس","منسوجات","فهرست اولیه","خاص","فعال","IRR1MRIN0101"
"718","نوری","NORI1","پتروشیمی نوری","محصولات شیمیایی","فهرست اولیه","عام2","فعال","IRO1NORI0001"
"719","‌های وب","HWEB1","داده گسترعصرنوین -‌های وب","اطلاعات و ارتباطات","فهرست اولیه","خاص","متوقف","IRO1HWEB0001"
"720","همراه","HMRZ1","شرکت ارتباطات سیار ایران","مخابرات","فهرست اولیه","عام1","فعال","IRO1HMRZ0001"
"721","همراهح","HMRX1","ح . شرکت ارتباطات سیار ایران","مخابرات","فهرست اولیه","خاص","فعال","IRR1HMRZ0101"
"722","وآذر","TAZB1","سرمایه‌گذاری توسعه آذربایجان","انبوه‌سازی ، املاک و مستغلات","فهرست اولیه","خاص","فعال","IRO1TAZB0001"
"723","وآذرح","TAZX1","ح . توسعه آذربایجان","انبوه‌سازی ، املاک و مستغلات","فهرست اولیه","خاص","فعال","IRR1TAZB0101"
"724","وآردل","KARA1","سرمایه‌گذاری کارآفرین","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRO1KARA0001"
"725","وآردلح","KARX1","ح . کارآفرین","ماشین آلات و تجهیزات","فهرست اولیه","خاص","فعال","IRR1KARA0101"
"726","واتی","ATDM1","سرمایه گذاری آتیه دماوند","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRO1ATDM0001"
"727","واتیح","ATDX1","ح . سرمایه گذاری آتیه دماوند","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRR1ATDM0101"
"728","واعتبار","IDOC1","سرمایه‌گذاری اعتبار ایران","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRO1IDOC0001"
"729","واعتبارح","IDOX1","ح . سرمایه‌گذاری اعتبار ایران","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRR1IDOC0101"
"730","والبر","ALBZ1","سرمایه گذاری البرز","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRO1ALBZ0001"
"731","والبرح","ALBX1","ح . سرمایه گذاری البرز","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRR1ALBZ0101"
"732","وامید","OIMC1","گروه مدیریت سرمایه‌گذاری امید","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRO1OIMC0001"
"733","وامیدح","OIMX1","ح . گروه مدیریت سرمایه‌گذار امید","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRR1OIMC0101"
"734","وانصار","BANS1","بانک انصار","بانکها و موسسات اعتباری","تابلو اصلی","خاص","تعلیق شده","IRO1BANS0001"
"735","وانصارح","BNAX1","ح . بانک انصار","بانکها و موسسات اعتباری","تابلو اصلی","خاص","فعال","IRR1BANS0101"
"736","وایران","LIRZ1","لیزینگ ایرانیان","سایر واسطه گریهای مالی","تابلو اصلی","خاص","فعال","IRO1LIRZ0001"
"737","وبانک","BANK1","سرمایه‌گذاری گروه توسعه ملی","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRO1BANK0001"
"738","وبانکح","BANX1","ح . سرمایه‌گذاری گروه توسعه ملی","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRR1BANK0101"
"739","وبشهر","TSBE1","توسعه صنایع بهشهر","محصولات غذایی و آشامیدنی به جز قند و شکر","تابلو اصلی","خاص","فعال","IRO1TSBE0001"
"740","وبشهرح","TSBX1","ح . صنایع بهشهر","محصولات غذایی و آشامیدنی به جز قند و شکر","تابلو اصلی","خاص","فعال","IRR1TSBE0101"
"741","وبصادر","BSDR1","بانک صادرات ایران","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRO1BSDR0001"
"742","وبملت","BMLT1","بانک ملت","بانکها و موسسات اعتباری","تابلو اصلی","خاص","متوقف","IRO1BMLT0001"
"743","وبملتح","BMLX1","ح . بانک ملت","بانکها و موسسات اعتباری","تابلو اصلی","خاص","فعال","IRR1BMLT0101"
"744","وبهمن","SBAH1","سرمایه‌گذاری بهمن","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRO1SBAH0001"
"745","وبهمنح","SBAX1","ح . سرمایه‌گذاری بهمن","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRR1SBAH0101"
"746","وبوعلی","BALI1","سرمایه‌گذاری بوعلی","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRO1BALI0001"
"747","وبوعلیح","BALX1","ح . سرمایه‌گذاری بوعلی","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRR1BALI0101"
"748","وبیمه","BIME1","سرمایه گذاری صنعت بیمه","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRO1BIME0001"
"749","وبیمهح","BIMX1","ح . سرمایه گذاری صنعت بیمه","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRR1BIME0101"
"750","وپارس","BPAR1","بانک پارسیان","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRO1BPAR0001"
"751","وپارسح","BPAX1","ح . بانک پارسیان","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRR1BPAR0101"
"752","وپاسار","BPAS1","بانک پاسارگاد","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRO1BPAS0001"
"753","وپاسارح","BPSX1","ح . بانک پاسارگاد","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRR1BPAS0101"
"754","وپترو","PETR1","سرمایه‌گذاری صنایع پتروشیمی","محصولات شیمیایی","تابلو فرعی","خاص","فعال","IRO1PETR0001"
"755","وپتروح","PETX1","ح . سرمایه گذاری پتروشیمی","محصولات شیمیایی","تابلو فرعی","خاص","فعال","IRR1PETR0101"
"756","وپخش","DARO1","داروپخش","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRO1DARO0001"
"757","وپخشح","DARX1","ح . داروپخش","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRR1DARO0101"
"758","وپست","BPST1","پست بانک ایران","بانکها و موسسات اعتباری","فهرست اولیه","خاص","فعال","IRO1BPST0001"
"759","وتجارت","BTEJ1","بانک تجارت","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRO1BTEJ0001"
"760","وتجارتح","BTEX1","ح . بانک تجارت","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRR1BTEJ0101"
"761","وتوس","TGOS1","توسعه شهری توس‌گستر","انبوه‌سازی ، املاک و مستغلات","تابلو فرعی","خاص","فعال","IRO1TGOS0001"
"762","وتوسح","TGOX1","ح . توسعه شهری توس‌گستر","انبوه‌سازی ، املاک و مستغلات","تابلو فرعی","خاص","فعال","IRR1TGOS0101"
"763","وتوسم","TMEL1","سرمایه‌گذاری توسعه ملی","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRO1TMEL0001"
"764","وتوسمح","TMEX1","ح . سرمایه‌گذاری توسعه ملی","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRR1TMEL0101"
"765","وتوشه","TSHE1","سرمایه‌گذاری پارس توشه","ماشین آلات و تجهیزات","تابلو اصلی","خاص","فعال","IRO1TSHE0001"
"766","وتوشهح","TSHX1","ح . سرمایه‌گذاری پارس توشه","ماشین آلات و تجهیزات","تابلو اصلی","خاص","فعال","IRR1TSHE0101"
"767","وتوصا","TOSA1","گروه س توسعه صنعتی ایران","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRO1TOSA0001"
"768","وتوصاح","TOSX1","ح . سرمایه‌گذاری توسعه صنعتی","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRR1TOSA0101"
"769","وتوکا","TOKA1","سرمایه‌گذاری توکا فولاد","فلزات اساسی","تابلو اصلی","خاص","فعال","IRO1TOKA0001"
"770","وتوکاح","TOKX1","ح . توکافولاد","فلزات اساسی","تابلو اصلی","خاص","فعال","IRR1TOKA0101"
"771","وخارزم","IKHR1","سرمایه‌گذاری خوارزمی","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRO1IKHR0001"
"772","وخارزمح","IKHX1","ح . سرمایه‌گذاری خوارزمی","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRR1IKHR0101"
"773","وخاور","BKHZ1","بانک خاورمیانه","بانکها و موسسات اعتباری","فهرست اولیه","خاص","فعال","IRO1BKHZ0001"
"774","وخاورح","BKHX1","ح . بانک خاورمیانه","بانکها و موسسات اعتباری","فهرست اولیه","خاص","فعال","IRR1BKHZ0101"
"775","ورنا","RENA1","سرمایه‌گذاری رنا","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRO1RENA0001"
"776","ورناح","RENX1","ح . سرمایه‌گذاری رنا","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRR1RENA0101"
"777","وساپا","SSAP1","سرمایه‌گذاری سایپا","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRO1SSAP0001"
"778","وساپاح","SSAX1","ح . سرمایه‌گذاری سایپا","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRR1SSAP0101"
"779","وساخت","SAKH1","سرمایه‌گذاری ساختمان ایران","انبوه‌سازی ، املاک و مستغلات","تابلو اصلی","خاص","فعال","IRO1SAKH0001"
"780","وساختح","SAKX1","ح . سرمایه گذاری ساختمان","انبوه‌سازی ، املاک و مستغلات","تابلو اصلی","خاص","فعال","IRR1SAKH0101"
"781","وسپه","SPAH1","سرمایه‌گذاری سپه","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRO1SPAH0001"
"782","وسپهح","SPAX1","ح . سرمایه‌گذاری سپه","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRR1SPAH0101"
"783","وسخراج","OS091","شرکت س استان خراسان جنوبی","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRO1OS090001"
"784","وسدید","SDID1","گروه صنعتی سدید","فلزات اساسی","فهرست اولیه","خاص","فعال","IRO1SDID0001"
"785","وسدیدح","SDIX1","ح . گروه صنعتی سدید","فلزات اساسی","فهرست اولیه","خاص","فعال","IRR1SDID0101"
"786","وسکاب","SKBV1","س . ص . بازنشستگی کارکنان بانکها","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRO1SKBV0001"
"787","وسکابح","SKBX1","ح . س . ص . بازنشستگی کارکنان بانکها","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRR1SKBV0101"
"788","وسینا","VSIN1","بانک سینا","بانکها و موسسات اعتباری","فهرست اولیه","خاص","متوقف","IRO1VSIN0001"
"789","وسیناح","VSIX1","ح . بانک سینا","بانکها و موسسات اعتباری","فهرست اولیه","خاص","فعال","IRR1VSIN0101"
"790","وصنا","GBEH1","گروه صنایع بهشهر ایران","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRO1GBEH0001"
"791","وصناح","GBEX1","ح . گروه صنایع بهشهر ایران","سرمایه گذاریها","تابلو فرعی","خاص","فعال","IRR1GBEH0101"
"792","وصندوق","SAND1","سرمایه‌گذاری صندوق بازنشستگی","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRO1SAND0001"
"793","وصندوقح","SANX1","ح . سرمایه‌گذاری صندوق بازنشستگی","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRR1SAND0101"
"794","وصنعت","SNMA1","سرمایه‌گذاری توسعه صنعت وتجارت","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRO1SNMA0001"
"795","وصنعتح","SNMX1","ح . سرمایه گذاری صنعت ومعدن","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRR1SNMA0101"
"796","وغدیر","GDIR1","سرمایه‌گذاری غدیر","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRO1GDIR0001"
"797","وغدیرح","GDIX1","ح . سرمایه‌گذاری غدیر","شرکتهای چند رشته‌ای صنعتی","تابلو اصلی","خاص","فعال","IRR1GDIR0101"
"798","وکار","KRAF1","بانک کارآفرین","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRO1KRAF0001"
"799","وکارح","KRAX1","ح . بانک کارآفرین","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRR1KRAF0101"
"800","ولپارس","LPRS1","لیزینگ پارسیان","سایر واسطه گریهای مالی","فهرست اولیه","خاص","فعال","IRO1LPRS0001"
"801","ولساپا","RSAP1","لیزینگ رایان سایپا","سایر واسطه گریهای مالی","تابلو اصلی","خاص","فعال","IRO1RSAP0001"
"802","ولساپاح","RSAX1","ح . لیزینگ رایان سایپا","سایر واسطه گریهای مالی","تابلو اصلی","خاص","فعال","IRR1RSAP0101"
"803","ولصنم","LSMD1","لیزینگ صنعت و معدن","سایر واسطه گریهای مالی","تابلو اصلی","خاص","فعال","IRO1LSMD0001"
"804","ولصنمح","LSMX1","ح . لیزینگ صنعت و معدن","سایر واسطه گریهای مالی","تابلو اصلی","خاص","فعال","IRR1LSMD0101"
"805","ولغدر","LKGH1","لیزینگ خودرو غدیر","سایر واسطه گریهای مالی","تابلو فرعی","خاص","فعال","IRO1LKGH0001"
"806","ولغدرح","LKGX1","ح . لیزینگ خودرو غدیر","سایر واسطه گریهای مالی","تابلو فرعی","خاص","فعال","IRR1LKGH0101"
"807","ولملت","VLMT1","واسپاری ملت","سایر واسطه گریهای مالی","فهرست اولیه","خاص","فعال","IRO1VLMT0001"
"808","ولیز","LZIN1","لیزینگ ایران","سایر واسطه گریهای مالی","تابلو فرعی","خاص","متوقف","IRO1LZIN0001"
"809","ولیزح","LZIX1","ح . لیزینگ ایران","سایر واسطه گریهای مالی","تابلو فرعی","خاص","فعال","IRR1LZIN0101"
"810","ومعادن","MADN1","توسعه معادن و فلزات","استخراج کانه‌های فلزی","تابلو اصلی","خاص","فعال","IRO1MADN0001"
"811","ومعادنح","MADX1","ح . توسعه معادن و فلزات","استخراج کانه‌های فلزی","تابلو اصلی","خاص","فعال","IRR1MADN0101"
"812","ومعین","MOIN1","سرمایه‌گذاری توسعه معین ملت","واسطه‌گری‌های مالی و پولی","تابلو فرعی","خاص","فعال","IRO1MOIN0001"
"813","وملت","MELT1","سرمایه‌گذاری ملت","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRO1MELT0001"
"814","وملتح","MELX1","ح . سرمایه‌گذاری ملت","سرمایه گذاریها","فهرست اولیه","خاص","فعال","IRR1MELT0101"
"815","وملی","GMEL1","گروه صنعتی ملی","دباغی ، پرداخت چرم و ساخت انواع پاپوش","فهرست اولیه","خاص","فعال","IRO1GMEL0001"
"816","وملیح","GMEX1","ح . گروه صنعتی ملی","دباغی ، پرداخت چرم و ساخت انواع پاپوش","فهرست اولیه","خاص","فعال","IRR1GMEL0101"
"817","ونفت","NAFT1","سرمایه‌گذاری صنعت نفت","فراورده‌های نفتی ، کک و سوخت هسته ای","تابلو اصلی","خاص","فعال","IRO1NAFT0001"
"818","ونفتح","NAFX1","ح . سرمایه‌گذاری صنعت نفت","فراورده‌های نفتی ، کک و سوخت هسته ای","تابلو اصلی","خاص","فعال","IRR1NAFT0101"
"819","ونوین","NOVN1","بانک اقتصاد نوین","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRO1NOVN0001"
"820","ونوینح","NOVX1","ح . بانک اقتصاد نوین","بانکها و موسسات اعتباری","تابلو فرعی","خاص","فعال","IRR1NOVN0101"
"821","ونیرو","SNRO1","سرمایه‌گذاری نیرو","عرضه برق ، گاز ، بخاروآب گرم","تابلو اصلی","خاص","متوقف","IRO1SNRO0001"
"822","ونیروح","SNRX1","ح . سرمایه‌گذاری نیرو","عرضه برق ، گاز ، بخاروآب گرم","تابلو اصلی","خاص","فعال","IRR1SNRO0101"
"823","ونیکی","NIKI1","سرمایه‌گذاری ملی ایران","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRO1NIKI0001"
"824","ونیکیح","NIKX1","ح . سرمایه‌گذاری ملی ایران","سرمایه گذاریها","تابلو اصلی","خاص","فعال","IRR1NIKI0101"
"825","اپرداز","unknown","آتیه داده‌پرداز","اطلاعات و ارتباطات","بازار دوم","خاص","مجاز","unknown"
"964","اتکام","unknown","شرکت بیمه اتکایی امین","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازار دوم","خاص","مجاز","1"
"965","ارفع","unknown","شرکت آهن و فولاد ارفع","فلزات اساسی","بازار دوم","خاص","مجاز","2"
"966","آریا","unknown","پلیمر آریا ساسول","محصولات شیمیایی","بازار دوم","عام1","ممنوع - متوقف","3"
"967","اعتلا","unknown","شرکت سرمایه‌گذاری اعتلائ البرز","سرمایه گذاریها","بازار دوم","عام1","مجاز","4"
"968","اوان","unknown","مبین وان کیش","اطلاعات و ارتباطات","بازار دوم","خاص","مجاز","5"
"970","بزاگرس","unknown","نیروگاه زاگرس کوثر","عرضه برق ، گاز ، بخاروآب گرم","بازار دوم","خاص","مجاز","6"
"971","بکهنوج","unknown","تولید برق ماهتاب کهنوج","عرضه برق ، گاز ، بخاروآب گرم","بازار دوم","خاص","مجاز","7"
"972","بگیلان","unknown","توسعه مسیر برق گیلان","عرضه برق ، گاز ، بخاروآب گرم","بازار دوم","خاص","مجاز","8"
"973","بمپنا","unknown","تولید برق عسلویه مپنا","عرضه برق ، گاز ، بخاروآب گرم","بازار دوم","خاص","مجاز","9"
"974","بنو","unknown","بیمه تجارت نو","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازار دوم","خاص","مجاز","10"
"975","بهپاک","unknown","صنعتی بهپاک","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","11"
"976","پخش","unknown","پخش البرز","مواد و محصولات دارویی","بازار دوم","عام1","مجاز","12"
"978","تاپکیش","unknown","تجارت الکترونیک پارسیان کیش","رایانه و فعالیت‌های وابسته به آن","بازار دوم","خاص","مجاز","13"
"979","تبرک","unknown","گروه کارخانجات صنعتی تبرک","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","14"
"980","تلیسه","unknown","دامداری تلیسه نمونه","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","15"
"981","توریل","unknown","توکاریل","حمل‌ونقل ، انبارداری و ارتباطات","بازار دوم","خاص","مجاز","16"
"982","ثتران","unknown","سرمایه‌گذاری مسکن تهران","انبوه‌سازی ، املاک و مستغلات","بازار دوم","خاص","مجاز","17"
"983","حآسا","unknown","آسیا سیر ارس","حمل‌ونقل ، انبارداری و ارتباطات","بازار دوم","خاص","مجاز","18"
"984","حپارسا","unknown","توسعه حمل‌ونقل ریلی پارسیان","حمل‌ونقل ، انبارداری و ارتباطات","بازار دوم","خاص","مجاز","19"
"985","حخزر","unknown","کشتیرانی دریای خزر","حمل‌ونقل آبی","بازار دوم","خاص","مجاز","20"
"986","حریل","unknown","ریل پردازسیر","حمل‌ونقل ، انبارداری و ارتباطات","بازار دوم","خاص","مجاز","21"
"987","حسیر","unknown","ریل سیر کوثر","حمل‌ونقل ، انبارداری و ارتباطات","بازار دوم","خاص","مجاز","22"
"988","حسینا","unknown","توسعه خدمات دریایی و بندری سینا","حمل‌ونقل ، انبارداری و ارتباطات","بازار دوم","خاص","مجاز","23"
"989","حکمت","unknown","بانک حکمت ایرانیان","بانکها و موسسات اعتباری","بازار دوم","عام2","ممنوع - متوقف","24"
"990","خدیزل","unknown","بهمن دیزل","خودرو و ساخت قطعات","بازار دوم","خاص","مجاز","25"
"991","داوه","unknown","داروسازی آوه سینا","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","26"
"992","دبالک","unknown","مواد اولیه دارویی البرز بالک","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","27"
"993","دتوزیع","unknown","توزیع داروپخش","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","28"
"994","درهآور","unknown","دارویی ره‌آورد تامین","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","29"
"995","دسانکو","unknown","داروسازی سبحان انکولوژی","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","30"
"996","دکپسول","unknown","تولید ژلاتین کپسول ایران","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","31"
"997","دماوند","unknown","تولید نیروی برق دماوند","عرضه برق ، گاز ، بخاروآب گرم","بازار دوم","عام1","مجاز","32"
"998","دی","unknown","بانک دی","بانکها و موسسات اعتباری","بازار دوم","عام1","مجاز","33"
"999","ذوب","unknown","ذوب آهن اصفهان","فلزات اساسی","بازار دوم","عام1","مجاز","34"
"1000","رافزا","unknown","رایان هم افزا","رایانه و فعالیت‌های وابسته به آن","بازار دوم","خاص","مجاز","35"
"1001","رنیک","unknown","جنرال مکانیک","خدمات فنی و مهندسی","بازار دوم","خاص","مجاز","36"
"1002","ریشمک","unknown","تولید و صادرات ریشمک","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","37"
"1003","زاگرس","unknown","پتروشیمی زاگرس","محصولات شیمیایی","بازار دوم","عام1","مجاز","38"
"1004","زبینا","unknown","کشاورزی و دامپروری بینالود","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","39"
"1005","زدشت","unknown","کشت و صنعت دشت خرم دره","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","40"
"1006","زشریف","unknown","کشت و صنعت شریف آباد","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","41"
"1007","زشگزا","unknown","شیر و گوشت زاگرس شهرکرد","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","42"
"1008","زفکا","unknown","کشت و دامداری فکا","زراعت و خدمات وابسته","بازار دوم","خاص","ممنوع - متوقف","43"
"1009","زقیام","unknown","کشت و دام قیام اصفهان","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","44"
"1010","زکشت","unknown","کشاورزی مکانیزه اصفهان کشت","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","45"
"1011","زگلدشت","unknown","کشت و دام گلدشت نمونه اصفهان","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","46"
"1012","زماهان","unknown","مجتمع تولید گوشت مرغ ماهان","زراعت و خدمات وابسته","بازار دوم","خاص","ممنوع - متوقف","47"
"1013","زملارد","unknown","کشاورزی و دامپروری ملارد شیر","زراعت و خدمات وابسته","بازار دوم","خاص","مجاز","48"
"1014","زنگان","unknown","صنعت روی زنگان","فلزات اساسی","بازار دوم","خاص","مجاز","49"
"1016","ساینا","unknown","صنایع بهداشتی ساینا","محصولات شیمیایی","بازار دوم","خاص","مجاز","50"
